index_redacao,score,pred_total
0,200,400.0
1,200,440.0
2,200,480.0
3,240,520.0
4,520,280.0
5,80,400.0
6,80,400.0
7,120,360.0
8,160,480.0
9,160,480.0
10,240,480.0
11,240,480.0
12,240,120.0
13,240,640.0
14,240,480.0
15,280,620.0
16,280,640.0
17,320,640.0
18,320,480.0
19,320,400.0
20,320,400.0
21,320,400.0
22,320,400.0
23,320,460.0
24,320,560.0
25,320,
26,360,500.0
27,360,480.0
28,400,480.0
29,400,280.0
30,400,560.0
31,400,520.0
32,400,400.0
33,400,520.0
34,400,640.0
35,400,120.0
36,400,360.0
37,400,400.0
38,400,240.0
39,400,400.0
40,400,560.0
41,400,
42,400,320.0
43,400,400.0
44,400,400.0
45,400,560.0
46,400,440.0
47,400,480.0
48,400,480.0
49,400,240.0
50,400,400.0
51,440,640.0
52,440,360.0
53,440,440.0
54,440,480.0
55,440,640.0
56,440,480.0
57,440,560.0
58,480,560.0
59,480,400.0
60,480,480.0
61,480,480.0
62,480,480.0
63,480,560.0
64,480,520.0
65,480,500.0
66,520,640.0
67,520,400.0
68,520,580.0
69,520,400.0
70,520,400.0
71,520,520.0
72,520,480.0
73,560,400.0
74,560,640.0
75,560,280.0
76,560,560.0
77,600,660.0
78,600,480.0
79,680,400.0
80,680,560.0
81,200,400.0
82,200,600.0
83,240,400.0
84,240,400.0
85,240,440.0
86,280,400.0
87,280,400.0
88,360,400.0
89,360,400.0
90,360,640.0
91,360,480.0
92,360,640.0
93,360,480.0
94,360,320.0
95,360,400.0
96,360,520.0
97,400,480.0
98,400,160.0
99,400,480.0
100,400,320.0
101,400,560.0
102,400,640.0
103,400,400.0
104,400,360.0
105,400,400.0
106,400,400.0
107,400,400.0
108,400,480.0
109,400,520.0
110,400,580.0
111,400,480.0
112,400,400.0
113,400,480.0
114,400,480.0
115,400,
116,440,480.0
117,440,480.0
118,440,480.0
119,440,480.0
120,440,600.0
121,440,560.0
122,440,480.0
123,440,480.0
124,440,480.0
125,440,480.0
126,440,360.0
127,440,600.0
128,440,480.0
129,440,480.0
130,440,480.0
131,440,480.0
132,440,600.0
133,440,520.0
134,440,400.0
135,440,400.0
136,440,480.0
137,440,480.0
138,440,400.0
139,440,520.0
140,440,600.0
141,440,480.0
142,440,480.0
143,440,560.0
144,440,400.0
145,440,480.0
146,440,640.0
147,440,480.0
148,440,480.0
149,440,480.0
150,440,480.0
151,480,480.0
152,480,560.0
153,480,640.0
154,480,400.0
155,480,560.0
156,480,400.0
157,480,560.0
158,480,400.0
159,480,480.0
160,480,640.0
161,480,
162,480,520.0
163,480,760.0
164,480,560.0
165,480,520.0
166,480,400.0
167,480,480.0
168,480,440.0
169,480,480.0
170,480,560.0
171,480,600.0
172,480,320.0
173,480,240.0
174,480,480.0
175,480,480.0
176,480,240.0
177,480,560.0
178,480,400.0
179,480,380.0
180,480,480.0
181,480,480.0
182,480,
183,480,480.0
184,480,
185,480,400.0
186,480,560.0
187,480,480.0
188,480,480.0
189,480,520.0
190,480,120.0
191,480,480.0
192,480,560.0
193,480,480.0
194,480,580.0
195,480,480.0
196,520,400.0
197,520,560.0
198,520,520.0
199,520,520.0
200,520,560.0
201,520,400.0
202,520,400.0
203,520,560.0
204,520,400.0
205,520,480.0
206,520,400.0
207,520,640.0
208,520,640.0
209,520,560.0
210,520,600.0
211,520,480.0
212,520,480.0
213,520,400.0
214,520,600.0
215,520,480.0
216,520,560.0
217,520,560.0
218,520,480.0
219,520,400.0
220,520,480.0
221,520,480.0
222,520,480.0
223,520,480.0
224,520,560.0
225,520,400.0
226,520,400.0
227,520,560.0
228,520,480.0
229,520,400.0
230,520,400.0
231,520,400.0
232,520,560.0
233,520,480.0
234,520,560.0
235,520,520.0
236,520,480.0
237,520,520.0
238,520,240.0
239,520,400.0
240,520,480.0
241,520,
242,520,560.0
243,520,560.0
244,520,480.0
245,520,560.0
246,520,560.0
247,520,400.0
248,520,560.0
249,520,640.0
250,520,480.0
