index_redacao,score,pred_total
0,200,760
1,200,640
2,200,480
3,240,600
4,520,550
5,80,720
6,80,640
7,120,520
8,160,720
9,160,640
10,240,540
11,240,640
12,240,660
13,240,600
14,240,600
15,280,500
16,280,400
17,320,660
18,320,600
19,320,500
20,320,500
21,320,440
22,320,480
23,320,500
24,320,720
25,320,520
26,360,600
27,360,600
28,400,480
29,400,500
30,400,760
31,400,800
32,400,600
33,400,540
34,400,760
35,400,540
36,400,460
37,400,540
38,400,400
39,400,660
40,400,600
41,400,480
42,400,400
43,400,700
44,400,450
45,400,680
46,400,660
47,400,600
48,400,520
49,400,700
50,400,550
51,440,760
52,440,540
53,440,600
54,440,800
55,440,760
56,440,400
57,440,810
58,480,800
59,480,520
60,480,660
61,480,600
62,480,540
63,480,600
64,480,700
65,480,540
66,520,600
67,520,640
68,520,660
69,520,600
70,520,600
71,520,540
72,520,600
73,560,680
74,560,800
75,560,400
76,560,600
77,600,600
78,600,600
79,680,680
80,680,530
81,200,640
82,200,680
83,240,400
84,240,600
85,240,620
86,280,500
87,280,500
88,360,760
89,360,760
90,360,760
91,360,500
92,360,400
93,360,480
94,360,540
95,360,460
96,360,600
97,400,640
98,400,320
99,400,600
100,400,540
101,400,520
102,400,760
103,400,680
104,400,600
105,400,300
106,400,400
107,400,400
108,400,400
109,400,600
110,400,640
111,400,540
112,400,480
113,400,500
114,400,600
115,400,760
116,440,780
117,440,500
118,440,540
119,440,760
120,440,400
121,440,600
122,440,660
123,440,400
124,440,530
125,440,640
126,440,360
127,440,740
128,440,540
129,440,500
130,440,600
131,440,600
132,440,540
133,440,600
134,440,400
135,440,800
136,440,460
137,440,760
138,440,800
139,440,760
140,440,480
141,440,640
142,440,520
143,440,700
144,440,540
145,440,600
146,440,640
147,440,500
148,440,540
149,440,540
150,440,760
151,480,540
152,480,800
153,480,500
154,480,500
155,480,660
156,480,540
157,480,870
158,480,600
159,480,620
160,480,450
161,480,550
162,480,770
163,480,660
164,480,870
165,480,540
166,480,640
167,480,540
168,480,600
169,480,540
170,480,740
171,480,800
172,480,600
173,480,600
174,480,660
175,480,520
176,480,600
177,480,650
178,480,540
179,480,540
180,480,400
181,480,460
182,480,600
183,480,540
184,480,600
185,480,430
186,480,500
187,480,540
188,480,520
189,480,400
190,480,400
191,480,660
192,480,700
193,480,600
194,480,680
195,480,540
196,520,400
197,520,600
198,520,700
199,520,760
200,520,600
201,520,540
202,520,600
203,520,600
204,520,600
205,520,680
206,520,740
207,520,850
208,520,520
209,520,720
210,520,760
211,520,660
212,520,600
213,520,480
214,520,640
215,520,520
216,520,600
217,520,850
218,520,500
219,520,600
220,520,400
221,520,600
222,520,800
223,520,500
224,520,700
225,520,600
226,520,600
227,520,600
228,520,600
229,520,600
230,520,600
231,520,500
232,520,760
233,520,660
234,520,650
235,520,690
236,520,600
237,520,760
238,520,480
239,520,720
240,520,760
241,520,720
242,520,600
243,520,760
244,520,600
245,520,700
246,520,800
247,520,400
248,520,820
249,520,620
250,520,660
251,520,540
252,520,600
253,520,600
254,520,520
255,520,600
256,520,810
257,520,800
258,520,600
259,520,600
260,520,760
261,560,820
262,560,520
263,560,520
264,560,640
265,560,480
266,560,760
267,560,640
268,560,660
269,560,660
270,560,400
271,560,540
272,560,800
273,560,640
274,560,780
275,560,760
276,560,540
277,560,540
278,560,600
279,560,600
280,560,460
281,560,640
282,560,320
283,560,520
284,560,460
285,560,760
286,560,820
287,560,800
288,560,540
289,560,540
290,560,700
291,560,660
292,560,520
293,560,500
294,560,530
295,560,680
296,560,760
297,560,800
298,560,680
299,560,520
300,560,600
301,560,680
302,560,600
303,560,760
304,560,540
305,560,600
306,560,720
307,560,800
308,560,760
309,560,760
